BGE,rate,ontology,response,species,class,monomer
0.13122380590153324,0.05539044286949139,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,maltose
0.1270181976903208,0.05122602234654102,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,sucrose
0.10255794346277333,0.03931134027826014,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,fumaric acid 
0.25258220526079184,0.2050711568654725,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,gamma-amino-n-butyric acid 
0.07229948560852129,0.02857535568866606,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,glycine 
0.11781254299861998,0.03807940410943604,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,glycine betaine
0.15411986776634712,0.06153679142611716,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,guanine
0.12753762239194266,0.03766225031994489,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,guanosine
0.15568540790649127,0.07216619243614406,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,fructose
0.08497423167976642,0.023369100773753083,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,glucose
0.28563686630689156,0.4493698539398489,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,histidine
0.07491055439791736,0.030211235196993372,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,homoserine 
0.10148792884570793,0.05153494083787918,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,hypoxanthine
0.08613142037508811,0.029792988894634415,Auxins,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,indole-3-acetic acid
0.11112813309258658,0.03848685525558565,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,inosine 
0.13262050190209126,0.026740328202237665,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,isoleucine 
0.13206451467185185,0.039974579320163364,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,jasmonic acid
0.3339676199821625,0.6421656921860665,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-aspartic acid
0.05914608864673265,0.023238436647603743,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-carnitine
0.08813544458347909,0.028676623820712205,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-citrulline
5.251779636471561,0.0012844615522420578,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-glutamate 
0.27113486296908557,0.039020433004050635,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-hydroxyproline
0.17726882030545119,0.004675455439350313,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-pyroglutamic acid
0.11769158861235599,0.01735097450038723,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-tyrosine 
0.10723112026199805,0.013707933335820054,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,lactic acid
0.12737810978255754,0.016881836876539207,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,leucine
0.1782715866731169,0.015686941093068944,Fatty acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,linoleic acid
0.15650711644788953,0.020644179609107128,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,lysine
0.1610355560121801,0.005538510683947438,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,malic acid
0.09693795341194858,0.006024534781880335,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,malonic acid 
0.1461180816072863,0.03728983180477016,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,methionine 
0.08630520237797124,0.0036758072415414454,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,N-acetyl-D-glucosamine 
0.1625359240863284,0.03107843990640263,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,nicotinic acid
0.19591656625806075,0.01286603751304132,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,ornithine
0.1704054905880334,0.006062724847425066,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,pantothenic acid 
0.22730466159661403,0.015484683860060335,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,arabinose
0.23409127758770099,0.017658098372780904,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,D-ribose
0.16617055454076884,0.022080412346485636,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,xylose
0.1558152676546642,0.005000402376286432,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,phenylalanine 
0.11328272445108033,0.00474251308116143,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,proline 
0.09963370001713118,0.00398977882203634,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,salicylic acid
5.309884313828969,0.002572804116291918,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,serine 
0.26231287604961095,0.014460629416312053,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,shikimic acid 
3.257460860829991,0.0022767474972322757,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,sinapyl alcohol
0.11236083439327271,0.00624348206230042,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,stachyhydrine
0.15145884595201836,0.007746976549754231,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,succinic acid
0.12252991411100525,0.00708239950766941,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,inositol
0.06417971399622166,0.005412197565934583,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,syringic acid
0.07805210094852184,0.004278794617259166,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,taurine
0.3004481750755192,0.07171388580138727,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,thiamine
0.0769451738072571,0.01496950273945617,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,threonic acid 
0.08184238582066185,0.004893952057409386,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,threonine 
0.02592806463939825,0.002542416287322458,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,thymidine
5.285780089875597,0.0027486330704953633,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,trans-cinnamic acid
0.13907061744794535,0.01085905857521285,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,trans-ferulic acid
0.14385153768505654,0.023235009718130938,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,trigonelline
0.3592091636710807,0.11186595851426466,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,tryptophan
0.02192618170281863,0.0017238009677510624,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,uracil
0.09678436195513965,0.020818087859248685,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,uridine
5.251779498741437,0.0012844614427619406,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,valine 
0.27113486183012425,0.03902042107328088,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,vanillic acid
0.17726881071540457,0.004675454607203887,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,vanillin
0.11769158525149802,0.01735096830783535,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,xanthine
0.10723111730079497,0.013707928942263648,Fatty acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,linoleic acid
0.12737810671247,0.016881831233586005,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,oxalic acid
0.17827158474768526,0.015686936378856292,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,2-aminoisobutyric acid 
0.1565071149467138,0.020644173111271515,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,"2,3-Dihydroxybenzoic acid"
0.1610355403165656,0.005538511343132486,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,3-Dehydroshikimic acid
0.09693792975519071,0.006024534418519743,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,5-aminovaleric acid
0.1461180772883578,0.037289818195637536,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,abscisic acid
0.08630519405380505,0.003675806620967944,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,adenine
0.162535921419367,0.031078429333984435,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,adenosine
0.195916563402177,0.012866034483789545,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,alanine
0.17040548537253505,0.006062723557357138,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,alpha-ketoglutaric acid 
0.22730465954930912,0.015484680107931801,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,arginine
0.23409127577834035,0.01765809415091127,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,asparagine 
0.16617055283919308,0.022080406454646175,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,betonicine
0.15581526103482712,0.005000401351196917,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,biotin 
0.11328271790624486,0.004742512125019893,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,caffeic acid
0.09963369209793327,0.003989778149098481,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,choline
5.309884240166101,0.0025728038999079275,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,cis-aconitic acid
0.2623128736768786,0.014460626203582808,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,cytidine
3.257460810099629,0.0022767473343107405,Sugars,negative,Bacillus sp. URHB0009,Bacilli,rhamnose
0.1123608296696373,0.006243480533124063,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,deoxyguanosine
0.15145884153285133,0.007746974697177618,Sugars,negative,Bacillus sp. URHB0009,Bacilli,maltose
0.12252991045210994,0.007082397918465691,Sugars,negative,Bacillus sp. URHB0009,Bacilli,sucrose
0.06417968915256989,0.005412197284267125,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,fumaric acid 
0.0780520957955521,0.0042787936034172115,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,gamma-amino-n-butyric acid 
0.3004481727019436,0.07171382232157505,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,glycine 
0.07694516934537898,0.014969496262229896,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,glycine betaine
0.08184238104480289,0.004893950991590332,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,guanine
0.025928048836043868,0.002542416018037438,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,guanosine
5.28578002597659,0.0027486328615728087,Sugars,negative,Bacillus sp. URHB0009,Bacilli,fructose
0.13907061457598902,0.010859056181718455,Sugars,negative,Bacillus sp. URHB0009,Bacilli,glucose
0.1438515354816327,0.023235004115100877,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,histidine
0.3592091623576589,0.1118659311029902,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,homoserine 
0.021926171301145735,0.0017238006387165752,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,hypoxanthine
0.09678435801027493,0.02081807886225906,Auxins,negative,Bacillus sp. URHB0009,Bacilli,indole-3-acetic acid
0.06869654263842581,0.031086253607283957,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,inosine 
0.27784089586149885,0.24970375500320338,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,isoleucine 
0.2208864756822217,0.12875381164482821,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,jasmonic acid
0.12613366955575905,0.05278301244534722,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-aspartic acid
0.1177029738378451,0.049582707675012785,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-carnitine
0.13715699935638379,0.0660637940694834,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-citrulline
0.18511034300646356,0.08914413332027163,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-glutamate 
0.1546221848065322,0.04363586355688322,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-hydroxyproline
0.2281682603778868,0.10326448488183484,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-pyroglutamic acid
0.1914496349377487,0.07390719501244628,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-tyrosine 
0.14538039242415898,0.053465205089207865,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,lactic acid
0.12720969141832023,0.045716177758178586,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,leucine
0.16090858904309246,0.055067171959262765,Fatty acids,negative,Bacillus sp. URHB0009,Bacilli,linoleic acid
0.20616272066393057,0.10073726549427282,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,lysine
0.19875836407404607,0.09438878342650488,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,malic acid
0.23519651995089105,0.12689081195393268,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,malonic acid 
0.24483792206649715,0.16273533873970858,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,methionine 
0.17407864987103033,0.07880251931494037,Sugars,negative,Bacillus sp. URHB0009,Bacilli,N-acetyl-D-glucosamine 
0.18416367287292607,0.061874897212252686,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,nicotinic acid
0.14360336885665503,0.05539120675674078,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,ornithine
0.13897852311695896,0.05122695756111145,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,pantothenic acid 
0.11249180702134239,0.03931149324362932,Sugars,negative,Bacillus sp. URHB0009,Bacilli,arabinose
0.2755710948218507,0.2050734417396302,Sugars,negative,Bacillus sp. URHB0009,Bacilli,D-ribose
0.0797512963275345,0.0285767977422525,Sugars,negative,Bacillus sp. URHB0009,Bacilli,xylose
0.1292006733446409,0.03807906095786262,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,phenylalanine 
0.16858106896628722,0.06153865270376523,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,proline 
0.1392659942400495,0.03766268667811129,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,salicylic acid
0.16992240044702506,0.07216717682369736,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,serine 
0.09489657444584385,0.023369377779465753,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,shikimic acid 
0.31252471406888715,0.44938984685867656,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,sinapyl alcohol
0.08217875939148837,0.030212317765872663,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,stachyhydrine
0.11098055676346957,0.05153668371348091,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,succinic acid
0.09450270219640639,0.029793546895265137,Sugars,negative,Bacillus sp. URHB0009,Bacilli,inositol
0.12185652135981466,0.03848855966581285,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,syringic acid
0.1447782632396789,0.026740592601745466,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,taurine
0.14406808116621925,0.03997487710375687,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,thiamine
0.36383246142237435,0.6421649997634706,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,threonic acid 
0.06538022640940461,0.023239198619135388,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,threonine 
0.0964346910157088,0.0286763173210803,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,thymidine
5.198925064868804,0.0012845986711225062,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,trans-cinnamic acid
0.2953149353427009,0.039020231448276696,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,trans-ferulic acid
0.1930636827622528,0.004675418911400189,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,trigonelline
0.1278304864091523,0.017351007964522207,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,tryptophan
0.1166442291396072,0.013707948086725194,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,uracil
0.13840506678597114,0.016881863705248745,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,uridine
0.19445039565400724,0.01568695677225506,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,valine 
0.17089789645589012,0.02064423253323465,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,vanillic acid
0.17597468485366174,0.005538321502893672,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,vanillin
0.10611465494632213,0.006024386390592138,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,xanthine
0.1586124241194371,0.03728970587057093,Fatty acids,negative,Bacillus sp. URHB0009,Bacilli,linoleic acid
0.09462618167030953,0.003676333652317976,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,oxalic acid
0.17729106267709221,0.031078943749944007,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,2-aminoisobutyric acid 
0.21365317743458204,0.012866030052474709,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,"2,3-Dihydroxybenzoic acid"
0.18583476557223044,0.006062751726614529,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,3-Dehydroshikimic acid
0.24742595953371163,0.015484677002101202,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,5-aminovaleric acid
0.2545769381438621,0.01765809767896901,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,abscisic acid
0.18061899455941596,0.022080550069934472,Nucleotides,undefined,Blastococcus sp. URHD0036,Actinobacteria,adenine
0.1693850091434282,0.005000451970634497,Nucleotides,undefined,Blastococcus sp. URHD0036,Actinobacteria,adenosine
0.12339181989938826,0.004742581545466015,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,alanine
0.10860426727710527,0.003989861144131111,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,alpha-ketoglutaric acid 
5.281822253062613,0.002572821056560019,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,arginine
0.2845155845127577,0.014460615734308586,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,asparagine 
3.236927103376013,0.0022771581523942787,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,betonicine
0.12250343148374357,0.006243520799375022,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,biotin 
0.1647479231009622,0.007746983751258413,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,caffeic acid
0.13295503116082563,0.007082505096855362,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,choline
0.07022434117294597,0.0054121462826759534,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,cis-aconitic acid
0.08747857341262408,0.004279002423500938,Nucleotides,undefined,Blastococcus sp. URHD0036,Actinobacteria,cytidine
0.32705964701059337,0.07171525008277313,Sugars,undefined,Blastococcus sp. URHD0036,Actinobacteria,rhamnose
0.08377607324137272,0.0149695509749688,Nucleotides,undefined,Blastococcus sp. URHD0036,Actinobacteria,deoxyguanosine
0.08930759528665122,0.004894277569773486,Sugars,undefined,Blastococcus sp. URHD0036,Actinobacteria,maltose
0.02839148926441102,0.0025427435445358913,Sugars,undefined,Blastococcus sp. URHD0036,Actinobacteria,sucrose
5.261082746370582,0.002748638070906288,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,fumaric acid 
0.1506704446484981,0.010859050208551555,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,gamma-amino-n-butyric acid 
0.15636229439721816,0.02323529122900496,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,glycine 
0.3889833458849643,0.11186653757394523,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,glycine betaine
0.024123071186828642,0.0017240884657399485,Nucleotides,undefined,Blastococcus sp. URHD0036,Actinobacteria,guanine
0.10505751362409937,0.020818401097034374,Nucleotides,undefined,Blastococcus sp. URHD0036,Actinobacteria,guanosine
0.004552622899796615,0.001776556581203907,Sugars,undefined,Blastococcus sp. URHD0036,Actinobacteria,fructose
0.19963437940714535,0.03627575441269244,Sugars,undefined,Blastococcus sp. URHD0036,Actinobacteria,glucose
0.1489390353358546,0.009611704569088856,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,histidine
0.021855670126793254,0.003948359508474972,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,homoserine 
0.022536351788647997,0.0037809446688957327,Nucleotides,undefined,Blastococcus sp. URHD0036,Actinobacteria,hypoxanthine
7.998975960593821,0.0023767482637541116,Auxins,undefined,Blastococcus sp. URHD0036,Actinobacteria,indole-3-acetic acid
0.11807629834622832,0.00637282032782067,Nucleotides,undefined,Blastococcus sp. URHD0036,Actinobacteria,inosine 
0.10993305590710975,0.01185270954209971,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,isoleucine 
0.15782903186374225,0.00948190412216366,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,jasmonic acid
0.12512030931385143,0.00635106340222691,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,L-aspartic acid
0.06233840547520708,0.004328201719542658,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,L-carnitine
10.053219201730137,0.0022404463948461676,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,L-citrulline
0.10534191211899172,0.006332038901329292,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,L-glutamate 
0.1385087936358548,0.008061568803428131,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,L-hydroxyproline
0.13672883805104677,0.011757085039641962,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,L-pyroglutamic acid
0.16837016731318105,0.01548463196708317,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,L-tyrosine 
0.16564547122129925,0.008870283013721978,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,lactic acid
6.2829029405327566,0.053433372571657464,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,leucine
0.11451850048526843,0.005000203247883426,Fatty acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,linoleic acid
0.058391549806101124,0.0040361568041201645,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,lysine
0.03555704852296943,0.004523947808980733,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,malic acid
5.535136121978182,0.00549701233754132,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,malonic acid 
0.19776721001164155,0.016851101991183,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,methionine 
3.3503497832253557,0.002274964427100674,Sugars,undefined,Blastococcus sp. URHD0036,Actinobacteria,N-acetyl-D-glucosamine 
0.08117420937168213,0.005680449983439343,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,nicotinic acid
0.11445402629696863,0.009450502911176566,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,ornithine
0.07829074665286123,0.004193866143247685,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,pantothenic acid 
0.10792670915591838,0.0067143698599508896,Sugars,undefined,Blastococcus sp. URHD0036,Actinobacteria,arabinose
0.021714172358826625,0.001803182840311741,Sugars,undefined,Blastococcus sp. URHD0036,Actinobacteria,D-ribose
0.22140890510036965,0.06217388553440918,Sugars,undefined,Blastococcus sp. URHD0036,Actinobacteria,xylose
5.984961516520796,0.000619707317615543,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,phenylalanine 
10.57423991554951,0.0017835137032231434,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,proline 
0.018749578010593487,0.0025410043066158303,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,salicylic acid
5.3913553712126125,0.0013268115849392424,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,serine 
0.09420791817249008,0.005613417631231766,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,shikimic acid 
9.443748644265188,0.0316058014369669,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,sinapyl alcohol
0.26872265898663433,0.09390692806010599,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,stachyhydrine
0.01568817610230957,0.0017225597741235244,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,succinic acid
0.024973428718525377,0.0026577592731090146,Sugars,undefined,Blastococcus sp. URHD0036,Actinobacteria,inositol
0.006436767426972787,0.0017777368968504726,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,syringic acid
0.2756155048270823,0.03627684838020391,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,taurine
0.2052620327024454,0.009611711928359142,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,thiamine
0.030605480870258044,0.003950389025362247,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,threonic acid 
3.49511339184332,0.0037829226987574423,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,threonine 
7.852507085285131,0.0023767883389546928,Nucleotides,undefined,Blastococcus sp. URHD0036,Actinobacteria,thymidine
