BGE,rate,JV,JE,ontology,response,species,class,monomer
NaN,0.002712828822824113,2.0496912981470793e-6,2.1754266895173098e-8,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,deoxyguanosine
NaN,0.005106139073797675,2.1918656419474228e-6,4.1494275497656406e-8,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,maltose
NaN,0.005106139073797675,2.1918656419474228e-6,4.1494275497656406e-8,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,sucrose
NaN,0.0027083319121041687,2.049686285457546e-6,2.1718513031363947e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,fumaric acid 
0.6025464303817197,0.028429437236804654,5.646264780152558e-6,1.5291238562298225e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,gamma-amino-n-butyric acid 
NaN,0.06465027487946458,1.9705694561881833e-5,5.410858081021387e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,glycine 
0.6698888063880759,0.020537546441499063,4.918392504047563e-6,1.2761202911241411e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,glycine betaine
NaN,0.005382418001319509,2.114435604062585e-6,4.285712269617959e-8,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,guanine
NaN,0.002715201081391656,2.0496935145682266e-6,2.177312900605994e-8,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,guanosine
0.6204855852492952,0.005928593362889126,2.2382335717082533e-6,1.45557990891577e-7,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,fructose
0.6204855852492952,0.005928593362889126,2.2382335717082533e-6,1.45557990891577e-7,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,glucose
0.6365192737453058,0.024315836106048584,5.26494933742328e-6,1.3984645420983794e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,histidine
0.566302938080754,0.03302458120955992,5.588621330035654e-6,1.5238568366624755e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,homoserine 
NaN,0.00522643975170547,2.1045709754682296e-6,4.16047112849466e-8,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,hypoxanthine
NaN,0.0014447862651213027,2.0378102201344995e-6,1.1758263510007193e-8,Auxins,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,indole-3-acetic acid
NaN,0.002690925653480114,2.0496708542841304e-6,2.1580129789496477e-8,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,inosine 
0.7108365416342202,0.015942012722171578,3.547875696440066e-6,8.877023472285003e-7,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,isoleucine 
NaN,0.00236920888037268,2.049372305693598e-6,1.9025961270731498e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,jasmonic acid
0.5735253231826212,0.032067991919572096,5.479097549117707e-6,1.5226341818044776e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-aspartic acid
0.7236618028037479,0.014180708344572432,3.143581376295296e-6,7.582708073164432e-7,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-carnitine
0.6242182380747668,0.02574541677170964,5.373722073416619e-6,1.40501981778383e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-citrulline
0.6306950282283139,0.024961426929822724,5.319048716362874e-6,1.399510935634162e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-glutamate 
0.6253132419059635,0.025612486017220742,5.365652977544428e-6,1.400567934750405e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-hydroxyproline
0.6306950550493903,0.024961465411474183,5.319051310171753e-6,1.3995109962597632e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-pyroglutamic acid
0.7292191488610731,0.01353584626942422,2.8951183284921766e-6,6.634652326527715e-7,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,L-tyrosine 
NaN,0.002853363605522642,2.0498210213865238e-6,2.287230547017906e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,lactic acid
0.7108365416342202,0.015942012722171578,3.547875696440066e-6,8.877023472285003e-7,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,leucine
NaN,0.0023166628266242037,2.0493238812183945e-6,1.860942482899111e-8,Fatty acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,linoleic acid
0.6855543057245925,0.018793477381744736,4.966662866752893e-6,1.2322315698889309e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,lysine
NaN,0.0027083308020023162,2.049686298773777e-6,2.1718504293045337e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,malic acid
NaN,0.002855239019619847,2.049822768773722e-6,2.288723428048413e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,malonic acid 
0.736131340818206,0.012729110743127483,2.836991805570232e-6,6.450906491178196e-7,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,methionine 
0.6248232056776883,0.005257056849453186,2.213322022029342e-6,9.413112054437023e-8,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,N-acetyl-D-glucosamine 
NaN,0.002575979766700408,2.049563454988659e-6,2.066678351912388e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,nicotinic acid
0.6310365185489364,0.024920277688490658,5.3157844410925415e-6,1.3994442551310828e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,ornithine
NaN,0.002445175820963902,2.0494424147815024e-6,1.9628472355009303e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,pantothenic acid 
0.6002529936767034,0.006999224273639104,2.2730881922924083e-6,2.082850821896379e-7,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,arabinose
0.6002529936767034,0.006999224273639104,2.2730881922924083e-6,2.082850821896379e-7,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,D-ribose
0.6002529936767034,0.006999224273639104,2.2730881922924083e-6,2.082850821896379e-7,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,xylose
0.7375578617360465,0.01235570080712647,2.6377170837318665e-6,5.675656081247418e-7,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,phenylalanine 
0.6473087641095976,0.023091185401242643,5.66534324918592e-6,1.5117212379753173e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,proline 
NaN,0.002509465545987553,2.049501864148746e-6,2.0138660552708662e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,salicylic acid
0.49166436864480284,0.04323164879474063,1.9940298147201723e-5,8.553022358200692e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,serine 
NaN,0.0025094654293274475,2.0495018640980957e-6,2.0138659626797714e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,shikimic acid 
NaN,0.0023991033991031083,2.0493998705827663e-6,1.9263016860039344e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,sinapyl alcohol
NaN,0.002474095464028274,2.0494691418676305e-6,1.9857938744192932e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,stachyhydrine
NaN,0.0027079087002426254,2.0496858910277507e-6,2.1715148260757985e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,succinic acid
0.6204855852492952,0.005928593362889126,2.2382335717082533e-6,1.45557990891577e-7,Sugars,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,inositol
NaN,0.002452125885957053,2.0494488436473255e-6,1.9683613523420974e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,syringic acid
NaN,0.002751488385117535,2.049726380557735e-6,2.2061699463324146e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,taurine
NaN,0.0023903360354918467,2.049391768912528e-6,1.9193487915620853e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,thiamine
NaN,0.0027079085726075176,2.0496858909749983e-6,2.1715147246124107e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,threonic acid 
0.566302938080754,0.03302458120955992,5.588621330035654e-6,1.5238568366624755e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,threonine 
NaN,0.0026444989140449243,2.049627562806375e-6,2.1211125289516567e-8,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,thymidine
NaN,0.0024373617436665865,2.04943519291802e-6,1.9566479859375122e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,trans-cinnamic acid
NaN,0.0024320902098369777,2.0494303099423843e-6,1.9524660573422057e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,trans-ferulic acid
NaN,0.002529067966321924,2.0495200207690087e-6,2.0294274088071155e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,trigonelline
0.7410962925964366,0.011938234439460942,2.62202367596811e-6,5.654123069648399e-7,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,tryptophan
NaN,0.005278226673721557,2.1078341383724848e-6,4.202037063023836e-8,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,uracil
NaN,0.0026982975005626995,2.0496777302459508e-6,2.1638734846128045e-8,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,uridine
0.6698888063880759,0.020537546441499063,4.918392504047563e-6,1.2761202911241411e-6,Amino acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,valine 
NaN,0.002477212052349475,2.049472037374097e-6,1.9882670975672977e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,vanillic acid
NaN,0.0024726618693823293,2.049467808433286e-6,1.9846562410895218e-8,Organic acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,vanillin
NaN,0.005201980199972421,2.1030338588578875e-6,4.140844542606515e-8,Nucleotides,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,xanthine
NaN,0.0023166628266242037,2.0493238812183945e-6,1.860942482899111e-8,Fatty acids,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,linoleic acid
0.5524852454829874,0.06091644408114135,5.910473046006423e-6,1.4144255534814694e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,2-aminoisobutyric acid 
0.5406061112753926,0.00547864828711815,2.402962807545024e-6,6.197251225051366e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,"2,3-Dihydroxybenzoic acid"
0.5406060906125146,0.005478646864857743,2.4029627991257297e-6,6.197249365372562e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,3-Dehydroshikimic acid
0.5905780832358802,0.044017498693850424,5.386396987673658e-6,1.3547252652543172e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,5-aminovaleric acid
NaN,0.01290486348029664,2.3742258292543306e-6,4.3442549224758365e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,abscisic acid
0.47402535198661144,0.011515493119827995,2.601416240888934e-6,2.6871101031941553e-7,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,adenine
0.5308505322239274,0.005323863549910048,2.395284163317212e-6,4.111578965676718e-8,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,adenosine
0.46237983905381064,0.09919024365007552,6.044676844346631e-6,1.6835357383870588e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,alanine
0.5343535003467554,0.007187789409175787,2.4262420003152056e-6,1.0158856333069843e-7,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,alpha-ketoglutaric acid 
0.5478634099737634,0.06296828271960034,6.031060631189311e-6,1.4610166449518917e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,arginine
0.5149318106603469,0.07714192547282074,6.1498525146290555e-6,1.5627680375209918e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,asparagine 
0.6143413134004767,0.03313063245092841,5.244320931649916e-6,1.1551077403100427e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,betonicine
0.48277109518855654,0.006859564438264274,2.3843451268303915e-6,2.3690845083320974e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,biotin 
0.5273095361578372,0.005795556642719921,2.391693529598766e-6,3.384871536206709e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,caffeic acid
0.6125231952553238,0.034014643807574435,5.30471395541366e-6,1.1858212995098732e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,choline
0.5392724220666079,0.0061700234009889506,2.412416860924527e-6,7.463378803023594e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,cis-aconitic acid
0.5315547542740842,0.005394978866882607,2.395657207812074e-6,4.2100765124237534e-8,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,cytidine
0.5973352462172982,0.0231228407909562,4.870557667620401e-6,9.785204682335657e-7,Sugars,negative,Bacillus sp. URHB0009,Bacilli,rhamnose
0.5308505322239274,0.005323863549910048,2.395284163317212e-6,4.111578965676718e-8,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,deoxyguanosine
0.6270985024013531,0.012138598550365877,2.6146933658034176e-6,2.989942762252713e-7,Sugars,negative,Bacillus sp. URHB0009,Bacilli,maltose
0.6270985024013531,0.012138598550365877,2.6146933658034176e-6,2.989942762252713e-7,Sugars,negative,Bacillus sp. URHB0009,Bacilli,sucrose
0.5191657360899313,0.008907964649825217,2.4618907522656503e-6,1.4545880276071577e-7,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,fumaric acid 
0.5524852454829874,0.06091644408114135,5.910473046006423e-6,1.4144255534814694e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,gamma-amino-n-butyric acid 
NaN,0.14897828341324512,1.6935377466864575e-5,1.0536905158271932e-5,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,glycine 
0.5905780832358802,0.044017498693850424,5.386396987673658e-6,1.3547252652543172e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,glycine betaine
0.4746332328229408,0.011474169333022111,2.6004065703521154e-6,2.6800156714178366e-7,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,guanine
0.5310698768799134,0.005345140095296472,2.3953957580037693e-6,4.1410239733676895e-8,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,guanosine
0.593571111504541,0.024156485425636573,4.966016435317276e-6,1.0116592623501603e-6,Sugars,negative,Bacillus sp. URHB0009,Bacilli,fructose
0.593571111504541,0.024156485425636573,4.966016435317276e-6,1.0116592623501603e-6,Sugars,negative,Bacillus sp. URHB0009,Bacilli,glucose
0.5726635538234914,0.05210527886649843,5.9112945110597435e-6,1.4258763102934673e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,histidine
0.5298627766271188,0.07076783480129971,5.821444666806068e-6,1.4622665063351479e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,homoserine 
0.49371020981892044,0.010042933553449766,2.496457055863614e-6,2.060171225123694e-7,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,hypoxanthine
NaN,0.004614996855756454,2.2544964978200097e-6,1.5537050586491752e-8,Auxins,negative,Bacillus sp. URHB0009,Bacilli,indole-3-acetic acid
0.5242761897089233,0.005860175882033192,2.391988022860858e-6,3.406523082787092e-8,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,inosine 
0.6121794382619792,0.034181366452617774,5.316052843442031e-6,1.1871586820640923e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,isoleucine 
NaN,0.008450626110613983,2.379927794675987e-6,2.8511840472458497e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,jasmonic acid
0.5347917130229077,0.06871687066144774,6.360177178662099e-6,1.5697247073167248e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-aspartic acid
0.6204158292208446,0.03041517263848941,5.054583798591095e-6,1.0642960838796162e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-carnitine
0.5652659054370568,0.05517078716563368,5.564702356790651e-6,1.4069254322422774e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-citrulline
0.5696063541532566,0.053489785359100074,6.004323958241071e-6,1.4524227760255328e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-glutamate 
0.5658927776887832,0.054886006914443494,5.547444906900071e-6,1.4067727208175909e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-hydroxyproline
0.5696063771717647,0.05348988689986581,6.004329671109802e-6,1.4524228263604717e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-pyroglutamic acid
0.6237009629829153,0.029035231907546297,4.953343403751695e-6,1.0197951787785068e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,L-tyrosine 
0.484609152849406,0.01172176963449427,2.6062113293064036e-6,2.7388887251502e-7,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,lactic acid
0.6121794382619792,0.034181366452617774,5.316052843442031e-6,1.1871586820640923e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,leucine
NaN,0.007289538384955807,2.286029015136963e-6,2.4544231721105547e-8,Fatty acids,negative,Bacillus sp. URHB0009,Bacilli,linoleic acid
0.5985209125697761,0.04028215032370851,5.15644441332587e-6,1.256958928930461e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,lysine
0.5191657182042976,0.008907959498283519,2.461890695045589e-6,1.4545868533062417e-7,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,malic acid
0.48411103562458513,0.011758166008508573,2.6071018644396986e-6,2.745261685087812e-7,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,malonic acid 
0.6271499901734225,0.027310070799819775,4.820535636551567e-6,9.656494236900586e-7,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,methionine 
0.6132382794485349,0.01926542838246522,6.135129387321776e-6,1.0264381443505148e-6,Sugars,negative,Bacillus sp. URHB0009,Bacilli,N-acetyl-D-glucosamine 
0.5374220990036652,0.006556980691033461,2.4151220368493672e-6,7.876031617129114e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,nicotinic acid
0.5698012724370901,0.0534016603323681,5.998390850023159e-6,1.4523721929704209e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,ornithine
0.5246527072415719,0.005662117044345084,2.391087611943529e-6,3.340057778455859e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,pantothenic acid 
0.5739646761163382,0.02892870659891526,4.9195061095912045e-6,1.0086903047545316e-6,Sugars,negative,Bacillus sp. URHB0009,Bacilli,arabinose
0.5739646761163382,0.02892870659891526,4.9195061095912045e-6,1.0086903047545316e-6,Sugars,negative,Bacillus sp. URHB0009,Bacilli,D-ribose
0.5739646761163382,0.02892870659891526,4.9195061095912045e-6,1.0086903047545316e-6,Sugars,negative,Bacillus sp. URHB0009,Bacilli,xylose
0.6293193565707801,0.026510582589286638,5.20386707237395e-6,1.01490777517469e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,phenylalanine 
0.5783985829191856,0.04948605708832091,5.7375061950769185e-6,1.3575808380317295e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,proline 
0.5405510636626998,0.0054425592945781965,2.40274769123665e-6,6.136446532927761e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,salicylic acid
0.4762971006716176,0.09345098986223596,6.4159742767563525e-6,1.6868113400850188e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,serine 
0.5405510121304995,0.005442556423277597,2.402747673486277e-6,6.136440096695578e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,shikimic acid 
0.4855072941754045,0.006894031960264113,2.384483616003719e-6,2.4020892902988565e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,sinapyl alcohol
0.5370514568199002,0.00548660064931618,2.3961370458093123e-6,4.350592940327428e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,stachyhydrine
0.5192602045259205,0.008899752919667112,2.461798236438669e-6,1.4525632218123796e-7,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,succinic acid
0.593571111504541,0.024156485425636573,4.966016435317276e-6,1.0116592623501603e-6,Sugars,negative,Bacillus sp. URHB0009,Bacilli,inositol
0.5273095198175698,0.005795555762848738,2.3916935256495367e-6,3.3848712379960956e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,syringic acid
0.5091054354480187,0.009745277911904358,2.492176886891524e-6,2.0181606059368316e-7,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,taurine
0.47127804232831233,0.0067275963956897585,2.3838151104196133e-6,2.2732971696392902e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,thiamine
0.5192601860762701,0.008899747845357756,2.461798180079781e-6,1.4525619809490477e-7,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,threonic acid 
0.5298627766271188,0.07076783480129971,5.821444666806068e-6,1.4622665063351479e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,threonine 
0.5156754404918535,0.005446142838065091,2.3901084928500997e-6,3.137078074690592e-8,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,thymidine
0.5210701042155329,0.005512041855332359,2.3904066607348642e-6,3.289679045055906e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,trans-cinnamic acid
0.5182277812132825,0.005410756530456131,2.389947351169708e-6,3.045368550301792e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,trans-ferulic acid
0.5376788525978461,0.005822942907668365,2.405017245685669e-6,6.785372265673809e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,trigonelline
0.6315759145887647,0.02561776173359185,5.122125033657667e-6,1.0137475618524467e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,tryptophan
0.48853505851978385,0.010517385500706739,2.526280097390181e-6,2.4231756237137197e-7,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,uracil
0.529334009265316,0.005193555642721316,2.3946009663246807e-6,3.9725568296631774e-8,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,uridine
0.5905780832358802,0.044017498693850424,5.386396987673658e-6,1.3547252652543172e-6,Amino acids,negative,Bacillus sp. URHB0009,Bacilli,valine 
0.537582290745712,0.0055467778498463505,2.396452935514065e-6,4.4349420429039655e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,vanillic acid
0.5367897612691332,0.0054589193114452,2.395991761967045e-6,4.3118705589477736e-8,Organic acids,negative,Bacillus sp. URHB0009,Bacilli,vanillin
0.4967919504137742,0.009818135678620053,2.4932558094667817e-6,2.0224563410184443e-7,Nucleotides,negative,Bacillus sp. URHB0009,Bacilli,xanthine
NaN,0.007289538384955807,2.286029015136963e-6,2.4544231721105547e-8,Fatty acids,negative,Bacillus sp. URHB0009,Bacilli,linoleic acid
0.6701529316820922,0.05532063282156775,7.467069797666878e-6,1.5662116499969545e-6,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,2-aminoisobutyric acid 
NaN,0.008959424273517277,2.3188270380887968e-6,2.7244903722840846e-8,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,"2,3-Dihydroxybenzoic acid"
NaN,0.008959424082191624,2.3188270272360414e-6,2.724490313003589e-8,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,3-Dehydroshikimic acid
0.7280949599900784,0.040038490912777815,6.4741620157029625e-6,1.2049231374867846e-6,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,5-aminovaleric acid
NaN,0.004508849162455297,2.2745874716385186e-6,1.3715263705224043e-8,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,abscisic acid
0.5199516754729853,0.005750705426492648,2.462661428260922e-6,5.985689803874799e-8,Nucleotides,undefined,Blastococcus sp. URHD0036,Actinobacteria,adenine
NaN,0.010028925412252122,2.420896135133915e-6,3.056777590242103e-8,Nucleotides,undefined,Blastococcus sp. URHD0036,Actinobacteria,adenosine
0.535014870154972,0.08976094885591644,7.242195654509971e-6,1.6845079647079394e-6,Amino acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,alanine
NaN,0.00931711394740634,2.330117709973073e-6,2.8354366117586458e-8,Organic acids,undefined,Blastococcus sp. URHD0036,Actinobacteria,alpha-ketoglutaric acid 
