name,soil,BGE,rate,Dads
sinapyl alcohol,Ultisols,0.4306897197328462,0.030283711115954584,0.07760841015877666
oxalic acid,Ultisols,0.3819628854723288,0.030281716821019176,0.08690185446443545
alanine,Ultisols,0.4917863888877301,0.13311572063986069,0.018294487266199668
glucose,Ultisols,0.5770570386818679,0.02662879873331491,0.04107862771884418
salicylic acid,Ultisols,0.4362105184927836,0.03552213946365887,0.1012490533721326
sinapyl alcohol,Ultisols,0.4552759065664508,0.03552275863399428,0.06498473920478708
oxalic acid,Ultisols,0.4033795031356934,0.03552221663599017,0.07451190051252454
alanine,Ultisols,0.4243417567100224,0.08903287782611495,0.02600293715654945
glucose,Ultisols,0.49033680911424743,0.09333898981299771,0.011246289906238762
salicylic acid,Ultisols,0.3288928057943912,0.01586332664987406,0.1770082992741048
sinapyl alcohol,Ultisols,0.3403567071088733,0.015863327351639422,0.10322970588059398
oxalic acid,Ultisols,0.30810085584826685,0.01586317161755951,0.1408325325482151
alanine,Ultisols,0.45809362947503185,0.06559762491697027,0.03663194250162898
glucose,Ultisols,0.5482184043337743,0.06979533882965526,0.015344150448562488
salicylic acid,Ultisols,0.40002762194451125,0.03125941698669218,0.11382350237466288
sinapyl alcohol,Ultisols,0.41734802753768996,0.03125948097079211,0.073223130991083
oxalic acid,Ultisols,0.3702207366078699,0.03126032538448735,0.08373268301409004
alanine,Ultisols,0.46869511048346196,0.11311339351255408,0.02139416384031186
glucose,Ultisols,0.5577175375910524,0.14695450599293575,0.007328389899946691
salicylic acid,Ultisols,0.2615562789006333,0.0071522861446499325,0.17752912267185295
sinapyl alcohol,Ultisols,0.26960023232837604,0.007049632625098289,0.10324771335575084
oxalic acid,Ultisols,NaN,0.007098255000081237,0.14201006543412314
alanine,Ultisols,0.48947367093620264,0.10770410864010407,0.022697760862232973
glucose,Ultisols,0.5898125223067057,0.14349014744072014,0.007570367024561967
salicylic acid,Ultisols,0.25793052617881046,0.007356993124442034,0.1775293568276854
sinapyl alcohol,Ultisols,0.2661211584660634,0.007196756821850614,0.10324772169941104
oxalic acid,Ultisols,NaN,0.007273538734031556,0.14201057828025074
alanine,Ultisols,0.4967198734046106,0.10596737269222777,0.023166440831516182
glucose,Ultisols,0.5786668634630223,0.019802783762091426,0.05402825454983764
salicylic acid,Ultisols,0.4485110050019392,0.07508625994581676,0.04795039339443809
sinapyl alcohol,Ultisols,0.46681161919500624,0.07508487909316171,0.03075182458250615
oxalic acid,Ultisols,0.4166965229575329,0.0750839575040275,0.03532545829691289
alanine,Ultisols,0.49454119613368286,0.10101891229860284,0.02419869883838609
glucose,Ultisols,0.5966617331938536,0.09383248724479809,0.011590418117681403
salicylic acid,Ultisols,0.3978364177958325,0.006568529963127007,0.177524228999342
sinapyl alcohol,Ultisols,0.4147160295558975,0.006562786955612663,0.10324754595110716
oxalic acid,Ultisols,0.368558939676182,0.006565547875697618,0.1419991198706997
alanine,Ultisols,0.4350424491347814,0.06877679478107368,0.03448025717459902
glucose,Ultisols,0.5073563198806192,0.06878291406671944,0.015410235262336652
salicylic acid,Ultisols,0.35718146291897435,0.03897357057358748,0.09019167429389272
sinapyl alcohol,Ultisols,0.3690046183073127,0.03894664355271812,0.05797723067878474
oxalic acid,Ultisols,0.33344802124725625,0.03897409029085598,0.06624678949702209
alanine,Ultisols,0.45139056375368775,0.11021367595330131,0.02171208808535678
glucose,Ultisols,0.5252911384153658,0.07996686984505576,0.013358659754560347
salicylic acid,Ultisols,0.3641265149002286,0.014148693809280473,0.1773283743484006
sinapyl alcohol,Ultisols,0.37746074924050216,0.014148679094601258,0.10324068717791512
oxalic acid,Ultisols,0.3395777315809286,0.01414866025249174,0.1415640777112544
alanine,Ultisols,0.4800630546660582,0.1260367546092502,0.019301235787355913
glucose,Ultisols,0.5640085144445504,0.07499353642799256,0.014450442294600319
salicylic acid,Ultisols,0.3804814588049861,0.00806346580557511,0.17751779407320736
sinapyl alcohol,Ultisols,0.39500368085726656,0.00806243493897606,0.10324731467010527
oxalic acid,Ultisols,0.3533471034722403,0.008062912196114266,0.1419850954656631
alanine,Ultisols,0.4595209970991372,0.12805346800345066,0.01879747201464397
glucose,Ultisols,0.5391972662419409,0.11625413931276296,0.00921853803515344
salicylic acid,Ultisols,0.3762275247461312,0.015636060884512713,0.17714497939925974
sinapyl alcohol,Ultisols,0.39006594826681595,0.015636056695317185,0.10323424293798839
oxalic acid,Ultisols,0.35075290723087427,0.015636012398173305,0.1411521039663956
alanine,Ultisols,0.4863599066083185,0.18326606941618734,0.013297090795033746
glucose,Ultisols,0.5737426806620196,0.11447480511630846,0.00946920302507615
salicylic acid,Ultisols,0.4187751874335577,0.020103393920519637,0.1742366811265207
sinapyl alcohol,Ultisols,0.4349932252481008,0.020103381831461528,0.103139310606016
oxalic acid,Ultisols,0.3894720095305429,0.020103319569600132,0.13291062579164162
alanine,Ultisols,0.5093866862882541,0.13941828522949612,0.017700848667054767
glucose,Ultisols,0.5994849640504671,0.04065316108478418,0.027073432864399047
salicylic acid,Ultisols,0.45736450946021157,0.040654882360373484,0.08918814777555294
sinapyl alcohol,Ultisols,0.4763640690397287,0.040653680861681196,0.05716678786460813
oxalic acid,Ultisols,0.42453601493078186,0.0406520724130604,0.0658077117345993
alanine,Ultisols,0.5153724791487655,0.10614372954084661,0.02328663482527214
glucose,Ultisols,0.6265208256833519,0.1250528035666458,0.008774655210932836
salicylic acid,Ultisols,0.4411633562475894,0.00834572204730251,0.17751776741068173
sinapyl alcohol,Ultisols,0.45981540648576313,0.008345091388654635,0.10324731448342714
oxalic acid,Ultisols,0.40856687864560604,0.00834538512416052,0.1419850124615717
alanine,Ultisols,0.4757538678611226,0.0987502086509226,0.024551743768251883
glucose,Ultisols,0.5688346794953807,0.09418326184966531,0.01144718081046599
salicylic acid,Ultisols,0.38066075455502846,0.007655369956676548,0.17751958825226022
sinapyl alcohol,Ultisols,0.3961566478871643,0.007654169946161193,0.10324738616477053
oxalic acid,Ultisols,0.3516636571310936,0.007654699817320661,0.14198877421478567
alanine,Ultisols,0.4768482576920239,0.09480414388825346,0.02559416729866111
glucose,Ultisols,0.5709834251438921,0.094815072284409,0.011384191289282324
salicylic acid,Ultisols,0.3637615843559423,0.006011629483050245,0.17752546030584893
sinapyl alcohol,Ultisols,0.37846233522109873,0.0060035579174959035,0.10324758905932885
oxalic acid,Ultisols,0.33831028289902254,0.006007305317224291,0.14200184099232158
alanine,Ultisols,0.45842060060132384,0.07926690363303299,0.030198181657543566
glucose,Ultisols,0.5494135286105991,0.0869034908101855,0.012282763525152987
salicylic acid,Ultisols,NaN,0.009473081091395545,0.177529452207191
sinapyl alcohol,Ultisols,NaN,0.009371203166016336,0.10324772761381858
oxalic acid,Ultisols,NaN,0.009419958035009422,0.14201070404684332
alanine,Ultisols,0.4947696775817113,0.21394692179065028,0.011434229101269441
glucose,Ultisols,0.5876739216806706,0.16590925670026616,0.006552731929624995
salicylic acid,Ultisols,0.41936241564137944,0.015155315090156815,0.17725814507840068
sinapyl alcohol,Ultisols,0.4356411789922827,0.01515529547267731,0.10323814513596331
oxalic acid,Ultisols,0.39054527491819524,0.015155305926788893,0.14140939907344813
alanine,Ultisols,NaN,0.03767173494124895,0.05878024917413423
glucose,Ultisols,0.4108564315003514,0.037194453477865916,0.02695969740587666
salicylic acid,Ultisols,NaN,0.0031214598714303264,0.17752968597446386
sinapyl alcohol,Ultisols,NaN,0.0030954089307131186,0.10324773747077562
oxalic acid,Ultisols,NaN,0.003107421591604449,0.14201116556988255
alanine,Ultisols,0.4261943665707061,0.0549580423004083,0.042956892390824425
glucose,Ultisols,0.49161764836178706,0.04103129868091875,0.025803098696260126
salicylic acid,Ultisols,0.31998698356113864,0.008965840980910187,0.1775069341758719
sinapyl alcohol,Ultisols,0.3313634053975888,0.008965748723704117,0.10324695615877195
oxalic acid,Ultisols,0.30033926105564346,0.00896575797260335,0.1419603685562884
alanine,Ultisols,0.45861953708913206,0.08545197334592172,0.028179069299638117
glucose,Ultisols,0.5333398142341128,0.03936704897238463,0.027370398452518617
salicylic acid,Ultisols,0.3690327035094907,0.010902170038868883,0.17748432003468154
sinapyl alcohol,Ultisols,0.3830340192929227,0.010902111718017995,0.1032461521118581
oxalic acid,Ultisols,0.3461648487515647,0.010901495621433121,0.1419107453442365
alanine,Ultisols,0.44935008091263406,0.059484842690587236,0.04046500298096176
glucose,Ultisols,0.5256320894463331,0.06288335665419569,0.017063888141957344
salicylic acid,Ultisols,0.3505513975096678,0.011327419661623888,0.17747363487311024
sinapyl alcohol,Ultisols,0.36285367992191253,0.011327406690291648,0.10324576278815367
oxalic acid,Ultisols,0.3288670066684491,0.011327400802725526,0.14188759029790102
alanine,Ultisols,0.49646798315730367,0.12249333518103095,0.02002391666924022
glucose,Ultisols,0.5889030197285212,0.07182838488180371,0.01517819519185715
salicylic acid,Ultisols,0.26176715136203776,0.007218587154393933,0.17752936252481527
sinapyl alcohol,Ultisols,0.2703080255913829,0.007126911030244385,0.10324772169312653
oxalic acid,Ultisols,NaN,0.007171149031970111,0.14201059767744723
alanine,Ultisols,NaN,0.014212592788334116,0.14254454181738266
glucose,Ultisols,NaN,0.06977690785369287,0.013326977115517736
salicylic acid,Ultisols,NaN,0.0036738078186214092,0.1775268209270815
sinapyl alcohol,Ultisols,NaN,0.0036743527946534534,0.10324764893377798
oxalic acid,Ultisols,NaN,0.0036726722163465666,0.14200444204635085
alanine,Ultisols,0.47219611515481963,0.371776219235574,0.0064657317079041795
glucose,Ultisols,0.5342485923605971,0.08520272717217516,0.012587288788361834
salicylic acid,Ultisols,0.38734466731063455,0.0574556675908047,0.06169044834333385
sinapyl alcohol,Ultisols,0.402189299658567,0.057457077234720835,0.03968282843854738
oxalic acid,Ultisols,0.36129070337379254,0.05745305467881195,0.04539199087054048
alanine,Ultisols,0.4439106888625506,0.07425257651262873,0.03185053603555151
glucose,Ultisols,0.5051610052139512,0.0157183645444224,0.05505436161776502
salicylic acid,Ultisols,0.37324200395380647,0.03767434335850095,0.09315512548962404
sinapyl alcohol,Ultisols,0.3894224932462579,0.037675407233463326,0.059958111693597195
oxalic acid,Ultisols,0.34574249079882874,0.03767349923764109,0.06838981942108951
alanine,Ultisols,0.4446368773430578,0.09780914714680142,0.024237145510621918
glucose,Ultisols,0.49715897236484896,0.020751105677144333,0.05187571334497878
salicylic acid,Ultisols,0.33282233435511455,0.00944822409739398,0.1775031493927837
sinapyl alcohol,Ultisols,0.34468778927399313,0.009448129729023196,0.10324682023894469
oxalic acid,Ultisols,0.31068993147005525,0.009448134957506227,0.14195211210120695
alanine,Ultisols,0.4506585859658484,0.06720651301503155,0.03547119131423179
glucose,Ultisols,0.5381384234561288,0.07061072506265499,0.015072069244759803
salicylic acid,Ultisols,0.26297100507536775,0.005330454364512913,0.17752887517661278
sinapyl alcohol,Ultisols,0.27197998742875185,0.005285491764785004,0.10324770890169971
oxalic acid,Ultisols,NaN,0.005306979569833274,0.1420093791857087
