r,x,ontology,response
0.0004884199067579165,0.001892458979900317,Fatty acids,positive
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.039021598353918364,0.005659852641540132,Organic acids,negative
0.0362781014640886,0.005261924602352037,Nucleotides,negative
0.03627810146408861,0.0052619246023520375,Nucleotides,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.039021598353918364,0.005659852641540132,Organic acids,negative
0.03627810146408861,0.0052619246023520375,Nucleotides,negative
0.15334525375654195,0.022241824429379227,Sugars,negative
0.03627810146408861,0.0052619246023520375,Nucleotides,negative
0.15334525375654198,0.02224182442937923,Sugars,negative
0.15334525375654198,0.02224182442937923,Sugars,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.036278101464088615,0.005261924602352038,Nucleotides,negative
0.03627810146408861,0.0052619246023520375,Nucleotides,negative
0.15334525375654195,0.022241824429379227,Sugars,negative
0.15334525375654195,0.022241824429379227,Sugars,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.03627810146408861,0.0052619246023520375,Nucleotides,negative
0.005643578157423239,0.0008185677186342794,Auxins,negative
0.03627810146408861,0.0052619246023520375,Nucleotides,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.039021598353918364,0.005659852641540132,Organic acids,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.033527780549181666,0.004863006778583396,Fatty acids,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.15334525375654198,0.02224182442937923,Sugars,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.039021598353918364,0.005659852641540132,Organic acids,negative
0.15334525375654195,0.022241824429379227,Sugars,negative
0.15334525375654195,0.022241824429379227,Sugars,negative
0.15334525375654195,0.022241824429379227,Sugars,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.15334525375654195,0.022241824429379227,Sugars,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.24971222679105862,0.036219285371387695,Amino acids,negative
0.036278101464088615,0.005261924602352038,Nucleotides,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.03627810146408861,0.0052619246023520375,Nucleotides,negative
0.0362781014640886,0.005261924602352037,Nucleotides,negative
0.2497122267910586,0.03621928537138769,Amino acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03902159835391836,0.005659852641540131,Organic acids,negative
0.03627810146408861,0.0052619246023520375,Nucleotides,negative
0.033527780549181666,0.004863006778583396,Fatty acids,negative
0.12875763351926925,0.020135876290114523,Amino acids,undefined
0.003851608464856979,0.0006023371931164879,Organic acids,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.12875763351926922,0.02013587629011452,Amino acids,undefined
0.003851608464856979,0.0006023371931164879,Organic acids,undefined
0.00961169072991565,0.0015031327478339982,Nucleotides,undefined
0.00961169072991565,0.0015031327478339982,Nucleotides,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.0038516084648569774,0.0006023371931164875,Organic acids,undefined
0.12875763351926925,0.020135876290114523,Amino acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.0038516084648569774,0.0006023371931164875,Organic acids,undefined
0.12875763351926922,0.02013587629011452,Amino acids,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.009611690729915648,0.001503132747833998,Nucleotides,undefined
0.04885978847876481,0.007640981194503975,Sugars,undefined
0.00961169072991565,0.0015031327478339982,Nucleotides,undefined
0.048859788478764814,0.007640981194503977,Sugars,undefined
0.048859788478764814,0.007640981194503977,Sugars,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.12875763351926925,0.020135876290114523,Amino acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.12875763351926922,0.02013587629011452,Amino acids,undefined
0.00961169072991565,0.0015031327478339982,Nucleotides,undefined
0.009611690729915648,0.001503132747833998,Nucleotides,undefined
0.048859788478764814,0.007640981194503977,Sugars,undefined
0.048859788478764814,0.007640981194503977,Sugars,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.009611690729915648,0.001503132747833998,Nucleotides,undefined
-1.0357070153522518e-5,-1.6196995676233556e-6,Auxins,undefined
0.009611690729915648,0.001503132747833998,Nucleotides,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.1287576335192693,0.020135876290114534,Amino acids,undefined
0.12875763351926925,0.020135876290114523,Amino acids,undefined
0.12875763351926925,0.020135876290114523,Amino acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.12875763351926925,0.020135876290114523,Amino acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.05250263199264461,0.008210670496294013,Fatty acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.003851608464856979,0.0006023371931164879,Organic acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.04885978847876479,0.0076409811945039735,Sugars,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.0038516084648569774,0.0006023371931164875,Organic acids,undefined
0.04885978847876479,0.0076409811945039735,Sugars,undefined
0.04885978847876479,0.0076409811945039735,Sugars,undefined
0.04885978847876479,0.0076409811945039735,Sugars,undefined
0.12875763351926925,0.020135876290114523,Amino acids,undefined
0.12875763351926925,0.020135876290114523,Amino acids,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.12875763351926925,0.020135876290114523,Amino acids,undefined
0.0038516084648569774,0.0006023371931164875,Organic acids,undefined
0.0038516084648569774,0.0006023371931164875,Organic acids,undefined
0.0038516084648569774,0.0006023371931164875,Organic acids,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.048859788478764814,0.007640981194503977,Sugars,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.003851608464856979,0.0006023371931164879,Organic acids,undefined
0.003851608464856979,0.0006023371931164879,Organic acids,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.12875763351926928,0.020135876290114527,Amino acids,undefined
0.00961169072991565,0.0015031327478339982,Nucleotides,undefined
0.0038516084648569783,0.0006023371931164876,Organic acids,undefined
0.0038516084648569774,0.0006023371931164875,Organic acids,undefined
0.0038516084648569774,0.0006023371931164875,Organic acids,undefined
0.12875763351926922,0.02013587629011452,Amino acids,undefined
0.00961169072991565,0.0015031327478339982,Nucleotides,undefined
0.009611690729915648,0.001503132747833998,Nucleotides,undefined
0.12875763351926922,0.02013587629011452,Amino acids,undefined
0.003851608464856979,0.0006023371931164879,Organic acids,undefined
0.0038516084648569774,0.0006023371931164875,Organic acids,undefined
0.00961169072991565,0.0015031327478339982,Nucleotides,undefined
0.05250263199264461,0.008210670496294013,Fatty acids,undefined
0.05278601291933982,0.04329286443750587,Amino acids,positive
0.0173522127742239,0.014231554038247834,Organic acids,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.05278601291933981,0.043292864437505865,Amino acids,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.0011678866634802195,0.0009578514497331073,Nucleotides,positive
0.0011678866634802195,0.0009578514497331073,Nucleotides,positive
0.05278601291933981,0.043292864437505865,Amino acids,positive
0.017352212774223906,0.01423155403824784,Organic acids,positive
0.0527860129193398,0.04329286443750585,Amino acids,positive
0.052786012919339806,0.04329286443750586,Amino acids,positive
0.052786012919339806,0.04329286443750586,Amino acids,positive
0.0173522127742239,0.014231554038247834,Organic acids,positive
0.017352212774223906,0.01423155403824784,Organic acids,positive
0.0527860129193398,0.04329286443750585,Amino acids,positive
0.01735221277422391,0.014231554038247843,Organic acids,positive
0.0011678866634802193,0.0009578514497331072,Nucleotides,positive
0.00968291983331311,0.007941523000485489,Sugars,positive
0.0011678866634802195,0.0009578514497331073,Nucleotides,positive
0.009682919833313111,0.00794152300048549,Sugars,positive
0.009682919833313111,0.00794152300048549,Sugars,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.05278601291933982,0.04329286443750587,Amino acids,positive
0.05278601291933981,0.043292864437505865,Amino acids,positive
0.05278601291933981,0.043292864437505865,Amino acids,positive
0.0011678866634802195,0.0009578514497331073,Nucleotides,positive
0.0011678866634802193,0.0009578514497331072,Nucleotides,positive
0.009682919833313111,0.00794152300048549,Sugars,positive
0.009682919833313111,0.00794152300048549,Sugars,positive
0.052786012919339806,0.04329286443750586,Amino acids,positive
0.052786012919339806,0.04329286443750586,Amino acids,positive
0.0011678866634802193,0.0009578514497331072,Nucleotides,positive
0.0004317678015948305,0.00035411776470952887,Auxins,positive
0.0011678866634802195,0.0009578514497331073,Nucleotides,positive
0.05278601291933981,0.043292864437505865,Amino acids,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.05278601291933982,0.04329286443750587,Amino acids,positive
0.05278601291933981,0.043292864437505865,Amino acids,positive
0.052786012919339806,0.04329286443750586,Amino acids,positive
0.052786012919339806,0.04329286443750586,Amino acids,positive
0.05278601291933979,0.04329286443750585,Amino acids,positive
0.052786012919339806,0.04329286443750586,Amino acids,positive
0.0527860129193398,0.04329286443750585,Amino acids,positive
0.0173522127742239,0.014231554038247834,Organic acids,positive
0.05278601291933981,0.043292864437505865,Amino acids,positive
0.009199940868095082,0.007545403996398139,Fatty acids,positive
0.052786012919339806,0.04329286443750586,Amino acids,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.0173522127742239,0.014231554038247834,Organic acids,positive
0.05278601291933981,0.043292864437505865,Amino acids,positive
0.00968291983331311,0.007941523000485489,Sugars,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.0527860129193398,0.04329286443750585,Amino acids,positive
0.017352212774223906,0.01423155403824784,Organic acids,positive
0.009682919833313111,0.00794152300048549,Sugars,positive
0.009682919833313111,0.00794152300048549,Sugars,positive
0.009682919833313111,0.00794152300048549,Sugars,positive
0.05278601291933981,0.043292864437505865,Amino acids,positive
0.0527860129193398,0.04329286443750585,Amino acids,positive
0.017352212774223906,0.01423155403824784,Organic acids,positive
0.052786012919339806,0.04329286443750586,Amino acids,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.017352212774223906,0.01423155403824784,Organic acids,positive
0.017352212774223906,0.01423155403824784,Organic acids,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.009682919833313111,0.00794152300048549,Sugars,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.052786012919339806,0.04329286443750586,Amino acids,positive
0.0011678866634802193,0.0009578514497331072,Nucleotides,positive
0.017352212774223906,0.01423155403824784,Organic acids,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.017352212774223903,0.014231554038247836,Organic acids,positive
0.05278601291933981,0.043292864437505865,Amino acids,positive
0.0011678866634802193,0.0009578514497331072,Nucleotides,positive
0.0011678866634802188,0.0009578514497331068,Nucleotides,positive
0.05278601291933981,0.043292864437505865,Amino acids,positive
0.017352212774223906,0.01423155403824784,Organic acids,positive
0.0173522127742239,0.014231554038247834,Organic acids,positive
0.0011678866634802188,0.0009578514497331068,Nucleotides,positive
0.009199940868095082,0.007545403996398139,Fatty acids,positive
0.049585851506543384,0.058881210739927616,Amino acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.013709764174608199,0.016279795325351832,Organic acids,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.0012170086743340455,0.0014451490102237472,Nucleotides,positive
0.001217008674334045,0.0014451490102237467,Nucleotides,positive
0.049585851506543384,0.058881210739927616,Amino acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.0012170086743340455,0.0014451490102237472,Nucleotides,positive
0.013919128688458238,0.016528407292010102,Sugars,positive
0.001217008674334045,0.0014451490102237467,Nucleotides,positive
0.013919128688458236,0.0165284072920101,Sugars,positive
0.013919128688458236,0.0165284072920101,Sugars,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.049585851506543384,0.058881210739927616,Amino acids,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.001217008674334045,0.0014451490102237467,Nucleotides,positive
0.0012170086743340455,0.0014451490102237472,Nucleotides,positive
0.013919128688458236,0.0165284072920101,Sugars,positive
0.013919128688458236,0.0165284072920101,Sugars,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.049585851506543384,0.058881210739927616,Amino acids,positive
0.001217008674334045,0.0014451490102237467,Nucleotides,positive
0.0005743268930425847,0.0006819901604066589,Auxins,positive
0.001217008674334045,0.0014451490102237467,Nucleotides,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.006544446779274784,0.007771268179913553,Fatty acids,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.013709764174608204,0.01627979532535184,Organic acids,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.01391912868845824,0.016528407292010106,Sugars,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.013709764174608199,0.016279795325351832,Organic acids,positive
0.013919128688458238,0.016528407292010102,Sugars,positive
0.013919128688458238,0.016528407292010102,Sugars,positive
0.013919128688458238,0.016528407292010102,Sugars,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.013709764174608206,0.016279795325351842,Organic acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.013919128688458236,0.0165284072920101,Sugars,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.013709764174608199,0.016279795325351832,Organic acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.049585851506543384,0.058881210739927616,Amino acids,positive
0.0012170086743340455,0.0014451490102237472,Nucleotides,positive
0.013709764174608204,0.01627979532535184,Organic acids,positive
0.013709764174608204,0.01627979532535184,Organic acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.04958585150654337,0.0588812107399276,Amino acids,positive
0.0012170086743340455,0.0014451490102237472,Nucleotides,positive
0.001217008674334045,0.0014451490102237467,Nucleotides,positive
0.04958585150654338,0.05888121073992761,Amino acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.0137097641746082,0.016279795325351835,Organic acids,positive
0.0012170086743340455,0.0014451490102237472,Nucleotides,positive
0.006544446779274784,0.007771268179913553,Fatty acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.016883252242522694,0.012919538153492954,Organic acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.0003120232183931344,0.00023876891826876023,Nucleotides,positive
0.0003120232183931344,0.00023876891826876023,Nucleotides,positive
0.06621893125051577,0.05067258348600814,Amino acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.00031202321839313434,0.00023876891826876017,Nucleotides,positive
0.01260508373961934,0.009645763622000614,Sugars,positive
0.0003120232183931344,0.00023876891826876023,Nucleotides,positive
0.01260508373961934,0.009645763622000614,Sugars,positive
0.01260508373961934,0.009645763622000614,Sugars,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.0003120232183931344,0.00023876891826876023,Nucleotides,positive
0.00031202321839313455,0.00023876891826876036,Nucleotides,positive
0.01260508373961934,0.009645763622000614,Sugars,positive
0.01260508373961934,0.009645763622000614,Sugars,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051574,0.050672583486008116,Amino acids,positive
0.0003120232183931344,0.00023876891826876023,Nucleotides,positive
0.0010422607376035053,0.0007975671494998748,Auxins,positive
0.0003120232183931344,0.00023876891826876023,Nucleotides,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.0061288789946332715,0.004689990108059576,Fatty acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.016883252242522694,0.012919538153492954,Organic acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.01260508373961934,0.009645763622000614,Sugars,positive
0.0168832522425227,0.01291953815349296,Organic acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01260508373961934,0.009645763622000614,Sugars,positive
0.01260508373961934,0.009645763622000614,Sugars,positive
0.01260508373961934,0.009645763622000614,Sugars,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01260508373961934,0.009645763622000614,Sugars,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.06621893125051574,0.050672583486008116,Amino acids,positive
0.00031202321839313434,0.00023876891826876017,Nucleotides,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.00031202321839313434,0.00023876891826876017,Nucleotides,positive
0.00031202321839313455,0.00023876891826876036,Nucleotides,positive
0.06621893125051576,0.05067258348600813,Amino acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.01688325224252269,0.01291953815349295,Organic acids,positive
0.0003120232183931344,0.00023876891826876023,Nucleotides,positive
0.0061288789946332715,0.004689990108059576,Fatty acids,positive
0.08914770105600711,0.046420822446455505,Amino acids,positive
0.015688335565695988,0.008169200452158078,Organic acids,positive
0.015688335565695984,0.008169200452158076,Organic acids,positive
0.08914770105600708,0.04642082244645549,Amino acids,positive
0.015688335565695984,0.008169200452158076,Organic acids,positive
0.006353740914105103,0.003308507963196414,Nucleotides,positive
0.006353740914105103,0.003308507963196414,Nucleotides,positive
0.08914770105600711,0.046420822446455505,Amino acids,positive
