Vmax,K,ontology,response
0.11849719322522186,0.0006935604911786797,Amino acids,positive
0.0007500485490123867,0.00013984886107282248,Organic acids,positive
0.03147165547197693,0.0002806693448147142,Sugars,positive
0.03147165547197693,0.0002806693448147142,Sugars,positive
0.03147165547197693,0.0002806693448147142,Sugars,positive
0.047253058587780346,0.0002634067189644994,Amino acids,positive
0.1060215468324354,0.000599807165086628,Amino acids,positive
0.0010624253775468938,0.00011856810350604067,Organic acids,positive
0.32665986419151316,0.002546189820136815,Amino acids,positive
0.0010624253775468938,0.00012972745442425628,Organic acids,positive
0.0005482214033704923,0.0001365902259529964,Organic acids,positive
0.0008858129356672527,0.00011959282333577586,Organic acids,positive
0.002338619239513861,0.00012186578477176438,Organic acids,positive
0.024596099411370594,0.00024057670032889025,Sugars,positive
0.0007820031019785368,0.00013451478895721167,Organic acids,positive
0.002707151455529752,0.00014301975437920798,Organic acids,positive
0.0005116769596362194,0.0001490467043425062,Organic acids,positive
0.002338619239513861,0.00012876033222827094,Organic acids,positive
0.1865552912394835,0.0012064148111844818,Amino acids,positive
0.0015257385391441104,0.00014732975596419323,Nucleotides,positive
0.0007146054661284107,0.00012008515496175809,Organic acids,positive
0.0006909761200589151,0.00013306453655192896,Organic acids,positive
0.0011657402979708634,0.0001187534273614614,Organic acids,positive
0.04536572908838974,0.0002533468760943092,Amino acids,positive
0.007039813393146531,0.00014648638914352928,Nucleotides,positive
0.0017792378060227138,0.0001492962410490457,Nucleotides,positive
0.08997926834622869,0.0005290381209398283,Amino acids,positive
0.0009008968913865688,0.00012695290596888506,Organic acids,positive
0.0008789046014968964,0.00012202234803606403,Organic acids,positive
0.006218000801946212,0.00015135170931241065,Nucleotides,positive
0.27206940413707986,0.00105844938709493,Amino acids,negative
0.017908045501082846,0.00016169490651505035,Organic acids,negative
0.017908045501082846,0.00016872511984179162,Organic acids,negative
0.16870992280962907,0.000605931169939456,Amino acids,negative
0.005967655858413051,0.00015572330173872938,Organic acids,negative
0.06503986821207978,0.0003167668257120363,Nucleotides,negative
0.014347614530304741,0.00017738844373611093,Nucleotides,negative
0.708456319787155,0.003230335419941394,Amino acids,negative
0.028182189555726232,0.0002078295106100695,Organic acids,negative
0.2870085396133389,0.0009480351989476169,Amino acids,negative
0.40960588160191597,0.001695324110536124,Amino acids,negative
0.11635039582216541,0.00039734686099152984,Amino acids,negative
0.00903051194348303,0.00016085118756625557,Organic acids,negative
0.013062913035271491,0.00015259684100520587,Organic acids,negative
0.12027699774076596,0.00044250406467377055,Amino acids,negative
0.021964335351707772,0.00018853043369227137,Organic acids,negative
0.01465023710074027,0.0001747201220955441,Nucleotides,negative
0.08457536171124874,0.0003594886393297932,Sugars,negative
0.014347614530304741,0.00017738844373611093,Nucleotides,negative
0.03876859489076409,0.00023532007656204437,Sugars,negative
0.03876859489076409,0.00023532007656204437,Sugars,negative
0.03912177930219053,0.0002511222053987277,Organic acids,negative
0.27206940413707986,0.00105844938709493,Amino acids,negative
4.892188568600637,0.030496410181310014,Amino acids,negative
0.16870992280962907,0.000605931169939456,Amino acids,negative
0.0645713045307962,0.00032936360802205176,Nucleotides,negative
0.014437913172743008,0.0001815337772202014,Nucleotides,negative
0.0895868273050392,0.0003875182693468937,Sugars,negative
0.0895868273050392,0.0003875182693468937,Sugars,negative
0.214245208079629,0.0007074245972470398,Amino acids,negative
0.34978867202647457,0.0014068510394471983,Amino acids,negative
0.05019347507737914,0.0002712889655029139,Nucleotides,negative
0.0017977074288180416,0.0001288974403421891,Auxins,negative
0.013523737857364904,0.00017571615187036925,Nucleotides,negative
0.12102246446854026,0.00042330056414148644,Amino acids,negative
0.007114686212962353,0.0001460964580697218,Organic acids,negative
0.33228051785242835,0.0014008223783509956,Amino acids,negative
0.10463590545973561,0.00037136311139021117,Amino acids,negative
0.23328976899775217,0.0007954367554842565,Amino acids,negative
0.22272658368681797,0.0008353222105225772,Amino acids,negative
0.23147582964897334,0.0008257993338534592,Amino acids,negative
0.22272658368681797,0.000794056292936881,Amino acids,negative
0.09886106145493598,0.00031928210405095855,Amino acids,negative
0.06275303690571038,0.00037642270214424775,Organic acids,negative
0.12102246446854026,0.00042330056414148644,Amino acids,negative
0.003230924211525972,0.00015467124597888241,Fatty acids,negative
0.14969327592085466,0.0005179840587464341,Amino acids,negative
0.03912177930219053,0.0002656247035828488,Organic acids,negative
0.06312639827719863,0.00039943441985588216,Organic acids,negative
0.09180615794515842,0.00041544852594517506,Amino acids,negative
0.06704576225008442,0.0002960548256092853,Sugars,negative
0.023893832782421316,0.00016980211371472677,Organic acids,negative
0.2221806499388233,0.0007995658775772718,Amino acids,negative
0.012529130566350731,0.00016354339386301915,Organic acids,negative
0.11462979217217997,0.0004908906941228749,Sugars,negative
0.11462979217217997,0.0004908906941228749,Sugars,negative
0.11462979217217997,0.0004908906941228749,Sugars,negative
0.0885988518620516,0.0002890189014673127,Amino acids,negative
0.19878898007295637,0.0006897603558233377,Amino acids,negative
0.017747206217273374,0.0001546275944040196,Organic acids,negative
0.6124828695060616,0.002992137684834635,Amino acids,negative
0.017747206217273374,0.00016918077975969207,Organic acids,negative
0.009157723924859558,0.00015052944215338665,Organic acids,negative
0.014796996731679786,0.00015007943322899287,Organic acids,negative
0.03906529228731982,0.0002527302284067877,Organic acids,negative
0.0895868273050392,0.0003875182693468937,Sugars,negative
0.013062913035271491,0.0001582585612545156,Organic acids,negative
0.045221411459138154,0.0004527160749684365,Organic acids,negative
0.0085472699647469,0.0001620803011553759,Organic acids,negative
0.03906529228731982,0.00026702842175701884,Organic acids,negative
0.34978867202647457,0.0014068510394471983,Amino acids,negative
0.011833058106651365,0.0001657086949373589,Nucleotides,negative
0.011937074207182983,0.00013948598441749398,Organic acids,negative
0.011542359541722965,0.0001518139793799166,Organic acids,negative
0.019473022671619548,0.0001582588177219667,Organic acids,negative
0.0850601343328834,0.0002751928427041413,Amino acids,negative
0.05459816266279502,0.00030406005738297694,Nucleotides,negative
0.013799103715390297,0.00017320145263252567,Nucleotides,negative
0.16870992280962907,0.000605931169939456,Amino acids,negative
0.015048965555448877,0.00015583761338723053,Organic acids,negative
0.014681596973983631,0.00014912329048715823,Organic acids,negative
0.0482244912276445,0.00027654608963741464,Nucleotides,negative
0.16584987817592847,0.0006224819817453077,Amino acids,undefined
0.0021443135934101146,0.00012423394020646971,Organic acids,undefined
0.0021443135934101146,0.00012963541586762055,Organic acids,undefined
0.10284331762254871,0.00037873391811217246,Amino acids,undefined
0.0007145685204571792,0.00014853915141894972,Organic acids,undefined
0.020967393905251305,0.0001722579147159596,Nucleotides,undefined
0.004625348939463774,0.00015664227130845261,Nucleotides,undefined
0.4318655186617978,0.0018011021011061295,Amino acids,undefined
0.003374542026529373,0.000126979755019182,Organic acids,undefined
0.17495657580938556,0.0005728961363673951,Amino acids,undefined
0.24969027950527667,0.000973529077067042,Amino acids,undefined
0.07092564867420634,0.00027143843377163985,Amino acids,undefined
0.0010813156307142595,0.0001450439753189814,Organic acids,undefined
0.0015641562888240985,0.00013000389620320438,Organic acids,undefined
0.0733192528058828,0.0002876793621553786,Amino acids,undefined
0.002630014697139195,0.00013231400321476368,Organic acids,undefined
0.004722907664802072,0.0001520377080152297,Nucleotides,undefined
0.031778059057190576,0.0002020810821174807,Sugars,undefined
0.004625348939463774,0.00015664227130845261,Nucleotides,undefined
0.014566780124561262,0.00018734854377530153,Sugars,undefined
0.014566780124561262,0.00018734854377530153,Sugars,undefined
0.004684451083788297,0.00012272286752252143,Organic acids,undefined
0.16584987817592847,0.0006224819817453077,Amino acids,undefined
2.982212868402079,0.016627605122967373,Amino acids,undefined
0.10284331762254871,0.00037873391811217246,Amino acids,undefined
0.020816339489779064,0.00017949912087708537,Nucleotides,undefined
0.004654459195329281,0.00016019122632247832,Nucleotides,undefined
0.0336610501125084,0.0002145346167251352,Sugars,undefined
0.0336610501125084,0.0002145346167251352,Sugars,undefined
0.130601019884912,0.0004395477566913137,Amino acids,undefined
0.2132265067691387,0.0008146185708382901,Amino acids,undefined
0.016181249937178635,0.00015942548411150749,Nucleotides,undefined
0.0,0.00012580330361323345,Auxins,undefined
0.004359749589315197,0.00015616127765328335,Nucleotides,undefined
0.07377367937537418,0.00028155406258762106,Amino acids,undefined
0.0008519142057339653,0.00013630014198064,Organic acids,undefined
0.20255376961936383,0.0008135134030080447,Amino acids,undefined
0.06378465167138576,0.0002575773530286258,Amino acids,undefined
0.1422103300835456,0.0004899983219101245,Amino acids,undefined
0.13577115327671319,0.0005079860288682515,Amino acids,undefined
0.14110457686234945,0.0005004624880924014,Amino acids,undefined
0.13577115327671319,0.0004828909106756583,Amino acids,undefined
0.06026438382752908,0.0002318137750698284,Amino acids,undefined
0.0075140634446425126,0.00012723216522285717,Organic acids,undefined
0.07377367937537418,0.00028155406258762106,Amino acids,undefined
0.006318903247073497,0.0001574346444916646,Fatty acids,undefined
0.09125102344371186,0.00033522568030010225,Amino acids,undefined
0.004684451083788297,0.00012981020637640564,Organic acids,undefined
0.007558769823353021,0.0001346048031338515,Organic acids,undefined
0.05596380879098432,0.0002798826401340785,Amino acids,undefined
0.025191546914001172,0.00019089924696833238,Sugars,undefined
0.0028610531747261963,0.00011629160579575961,Organic acids,undefined
0.13543835934905996,0.0004863498875497978,Amino acids,undefined
0.0015002410500582837,0.000140160786222045,Organic acids,undefined
0.043070608646022815,0.00024341234537906392,Sugars,undefined
0.043070608646022815,0.00024341234537906392,Sugars,undefined
0.043070608646022815,0.00024341234537906392,Sugars,undefined
0.054008677802098205,0.00021334213284332197,Amino acids,undefined
0.12117910954517204,0.0004239740722208389,Amino acids,undefined
0.0021250546596193703,0.00011904280634904814,Organic acids,undefined
0.37336138407258423,0.0016744876418758679,Amino acids,undefined
0.0021250546596193703,0.00013024683518189975,Organic acids,undefined
0.001096548023377871,0.00013677372786594192,Organic acids,undefined
0.0017717958797607155,0.00011999416234610504,Organic acids,undefined
0.004677687315300489,0.00012358854130257324,Organic acids,undefined
0.0336610501125084,0.0002145346167251352,Sugars,undefined
0.0015641562888240985,0.0001348273623167508,Organic acids,undefined
0.005414822477369653,0.000147096731624078,Organic acids,undefined
0.0010234521221673537,0.00014921828428741415,Organic acids,undefined
0.004677687315300489,0.0001305805535781011,Organic acids,undefined
0.2132265067691387,0.0008146185708382901,Amino acids,undefined
0.0038147123794418382,0.0001492515486526435,Nucleotides,undefined
0.0014293480819255221,0.0001203405559302686,Organic acids,undefined
0.0013820848547568699,0.0001333113623831763,Organic acids,undefined
0.002331704329040949,0.00011927349352577051,Organic acids,undefined
0.051851522818159385,0.00021064417878929927,Amino acids,undefined
0.01760122236596397,0.00016296307062971284,Nucleotides,undefined
0.004448521362259895,0.00015179588811268,Nucleotides,undefined
0.10284331762254871,0.00037873391811217246,Amino acids,undefined
0.0018019666861667498,0.00012733315683736575,Organic acids,undefined
0.0017579778855474923,0.00012237911664564073,Organic acids,undefined
0.015546493731402737,0.0001644426524345865,Nucleotides,undefined
0.12290149074928586,0.0008398734024576679,Amino acids,positive
0.01822455155797506,0.00019263351054522822,Organic acids,positive
0.01822455155797506,0.00020100888056893374,Organic acids,positive
0.07621107225659728,0.0004920238860102734,Amino acids,positive
0.006073127961693212,0.00016165661323438155,Organic acids,positive
0.004950060481889251,0.0001402732418807573,Nucleotides,positive
0.0010919696126114038,0.00015205044694891978,Nucleotides,positive
0.32002987659988574,0.0025137770806997824,Amino acids,positive
0.02868028041049497,0.00027460244309553453,Organic acids,positive
0.12964992329119962,0.0007599560238230111,Amino acids,positive
0.18503063079884932,0.001333446001735147,Amino acids,positive
0.05255878418658518,0.0003342215949371868,Amino acids,positive
0.0091901168387675,0.00017390619198100757,Organic acids,positive
0.0132937864209835,0.00017125610802322407,Organic acids,positive
0.05433254199263334,0.00036488137686757985,Amino acids,positive
0.022352532107965013,0.0002349589712854208,Organic acids,positive
0.0011150016400127516,0.0001470173283827851,Nucleotides,positive
0.01154197322104196,0.00017787844653261304,Sugars,positive
0.0010919696126114038,0.00015205044694891978,Nucleotides,positive
0.005290738047025213,0.0001799725476856154,Sugars,positive
0.005290738047025213,0.0001799725476856154,Sugars,positive
0.0398132160145216,0.0003571658199591737,Organic acids,positive
0.12290149074928586,0.0008398734024576679,Amino acids,positive
2.2099407686602444,0.02354316623652823,Amino acids,positive
0.07621107225659728,0.0004920238860102734,Amino acids,positive
0.00491439899262535,0.00014632907926576024,Nucleotides,positive
0.001098842070286816,0.00015546740338846663,Nucleotides,positive
0.012225886366801634,0.0001879370353847631,Sugars,positive
0.012225886366801634,0.0001879370353847631,Sugars,positive
0.09678065617996015,0.0005731222538435653,Amino acids,positive
0.15800949531835937,0.0011099302298363549,Amino acids,positive
0.003820129779769159,0.00013466634067980582,Nucleotides,positive
0.00035573222916400737,0.00012684745338930565,Auxins,positive
0.001029265928351594,0.00015183312757689114,Nucleotides,positive
0.054669290523538666,0.00035223474416079965,Amino acids,positive
0.007240430883376216,0.00015418712882118985,Organic acids,positive
0.15010056393710614,0.001106370004167334,Amino acids,positive
0.04726701558997603,0.0003143156489735288,Amino acids,positive
0.10538362620125524,0.0006423025864034516,Amino acids,positive
0.10061193485326128,0.00067120941829418,Amino acids,positive
0.10456421818733032,0.0006626889257623375,Amino acids,positive
0.10061193485326128,0.0006380508691868327,Amino acids,positive
0.04465835424753102,0.00027542910977425457,Amino acids,positive
0.06386213148936203,0.0005822264522763534,Organic acids,positive
0.054669290523538666,0.00035223474416079965,Amino acids,positive
0.002024572446961294,0.00015493072094603628,Fatty acids,positive
0.06762071179656709,0.00042635658378054444,Amino acids,positive
0.0398132160145216,0.0003777924174644147,Organic acids,positive
0.06424209163431653,0.0006181543156464491,Organic acids,positive
0.04147145360651969,0.0003474814104893298,Amino acids,positive
0.009149714252678123,0.0001747307592880992,Sugars,positive
0.024316131396613955,0.00021399585934107535,Organic acids,positive
0.10036532104642144,0.0006425323640982364,Amino acids,positive
0.012750569902743057,0.00018285483481833185,Organic acids,positive
0.015643491967577798,0.0002053606253989845,Sugars,positive
0.015643491967577798,0.0002053606253989845,Sugars,positive
0.015643491967577798,0.0002053606253989845,Sugars,positive
0.04002262219472126,0.0002510777067514142,Amino acids,positive
0.08979863822977623,0.0005565061310151639,Amino acids,positive
0.018060869607303433,0.00018401668325083862,Organic acids,positive
0.27667593847770033,0.002331522574592442,Amino acids,positive
0.018060869607303433,0.0002013359004979764,Organic acids,positive
0.009319577159451208,0.0001618901367490845,Organic acids,positive
0.015058518241054312,0.0001749265307469526,Organic acids,positive
0.039755730650482,0.00035938694110859676,Organic acids,positive
0.012225886366801634,0.0001879370353847631,Sugars,positive
0.0132937864209835,0.00017761013323256628,Organic acids,positive
0.046020652818401314,0.0007051237616737388,Organic acids,positive
0.008698334061248762,0.00017270290078693403,Organic acids,positive
0.039755730650482,0.0003797192298257498,Organic acids,positive
0.15800949531835937,0.0011099302298363549,Amino acids,positive
0.0009005915129261475,0.00014560902975128674,Nucleotides,positive
0.01214804956392511,0.0001552979852632564,Organic acids,positive
0.011746358727762673,0.00016709508921752022,Organic acids,positive
0.019817188070417217,0.00019045637232743763,Organic acids,positive
0.038424082803440535,0.0002428308183897505,Amino acids,positive
0.0041553621618603915,0.00013173357115989432,Nucleotides,positive
0.0010502234992899044,0.00014705811814887018,Nucleotides,positive
0.07621107225659728,0.0004920238860102734,Amino acids,positive
0.015314940351412724,0.00017937913356658788,Organic acids,positive
0.014941078912804662,0.00017121101235159468,Organic acids,positive
0.0036702741694799703,0.00013963039872705253,Nucleotides,positive
0.12496503413007472,0.000893052993309634,Amino acids,positive
0.015622917717376422,0.0001856301441355641,Organic acids,positive
0.015622917717376422,0.00019370101996754507,Organic acids,positive
0.0774906731201762,0.0005197375562218724,Amino acids,positive
0.005206162584072561,0.0001603135288991545,Organic acids,positive
0.005640481588621571,0.00014558510208716587,Nucleotides,positive
0.001244274593775894,0.00015281303499275854,Nucleotides,positive
0.3254032494490366,0.002688115900976275,Amino acids,positive
0.024586045891942434,0.0002594874976381589,Organic acids,positive
0.1318267743561969,0.0008057157334155382,Amino acids,positive
0.18813733626759785,0.001421491034661598,Amino acids,positive
0.05344125786977091,0.00034957998770280803,Amino acids,positive
0.007878187769306794,0.0001709510172967487,Organic acids,positive
0.011396040706226159,0.00016703233361713,Organic acids,positive
0.05524479746412349,0.0003837669959131198,Amino acids,positive
0.019161611125895543,0.000224449251444392,Organic acids,positive
0.0012705190663396609,0.00014785108881948077,Nucleotides,positive
0.01808374777859372,0.00021385638216339536,Sugars,positive
0.001244274593775894,0.00015281303499275854,Nucleotides,positive
0.00828942942187629,0.0001909371846400119,Sugars,positive
0.00828942942187629,0.0001909371846400119,Sugars,positive
0.03412970661474617,0.00033316143089728834,Organic acids,positive
0.12496503413007472,0.000893052993309634,Amino acids,positive
2.247046165977249,0.025234892199428764,Amino acids,positive
0.0774906731201762,0.0005197375562218724,Amino acids,positive
0.005599846130862665,0.0001518377998016225,Nucleotides,positive
0.001252105603342053,0.0001562519131189423,Nucleotides,positive
0.01915529010446181,0.00022747512891358143,Sugars,positive
0.01915529010446181,0.00022747512891358143,Sugars,positive
0.09840562493526969,0.000605798047044313,Amino acids,positive
0.1606625099089727,0.0011821711358843984,Amino acids,positive
0.0043529511947920894,0.0001387782198107022,Nucleotides,positive
0.0005066860032367439,0.0001273724636018052,Auxins,positive
0.0011728251684809507,0.00015255192586745387,Nucleotides,positive
0.055587200077804405,0.00036952507565080403,Amino acids,positive
0.006206827946876853,0.0001523556973927642,Organic acids,positive
0.15262078580973537,0.0011780103392684828,Amino acids,positive
0.04806063930076822,0.0003281953106184106,Amino acids,positive
0.10715304073777006,0.0006795601674258483,Amino acids,positive
0.10230123163012737,0.0007111381010301332,Amino acids,positive
0.10631987468093618,0.0007023737281910134,Amino acids,positive
0.10230123163012737,0.0006760070271768482,Amino acids,positive
0.045408177953839085,0.00028609855407363136,Amino acids,positive
0.054745535018554545,0.000535640023578658,Organic acids,positive
0.055587200077804405,0.00036952507565080403,Amino acids,positive
0.0015683242360964248,0.00015420361798386176,Fatty acids,positive
0.0687560785962806,0.0004486495709885,Amino acids,positive
0.03412970661474617,0.0003524017566937883,Organic acids,positive
0.055071254203557435,0.0005686441447993483,Organic acids,positive
0.04216776854183649,0.0003640178264058751,Amino acids,positive
0.01433560116826351,0.00019876569577122468,Sugars,positive
0.02084489809286825,0.00020399201452199695,Organic acids,positive
0.10205047712258804,0.0006807386565723187,Amino acids,positive
0.010930370703856399,0.00017848343212748227,Organic acids,positive
0.024509930641876437,0.0002619256357377681,Sugars,positive
0.024509930641876437,0.0002619256357377681,Sugars,positive
0.024509930641876437,0.0002619256357377681,Sugars,positive
0.040694610928203805,0.0002603088087628027,Amino acids,positive
0.09130637734988926,0.0005889269167037418,Amino acids,positive
0.015482602075642926,0.0001773640703068387,Organic acids,positive
0.28132138905757886,0.002492250393486216,Amino acids,positive
0.015482602075642926,0.00019405715927689417,Organic acids,positive
0.00798916706727595,0.00015931849173095902,Organic acids,positive
0.012908849398966674,0.00016930205822824446,Organic acids,positive
0.03408042753594487,0.00033524376909047776,Organic acids,positive
0.01915529010446181,0.00022747512891358143,Sugars,positive
0.011396040706226159,0.0001732296463485076,Organic acids,positive
0.03945100487080063,0.0006479879092322805,Organic acids,positive
0.007456609117916824,0.00017029833342602785,Organic acids,positive
0.03408042753594487,0.00035421015969651403,Organic acids,positive
0.1606625099089727,0.0011821711358843984,Amino acids,positive
0.0010262035920801564,0.0001462139617230127,Nucleotides,positive
0.010413862758711413,0.00015171872759911682,Organic acids,positive
0.01006951503299502,0.00016363600582659947,Organic acids,positive
0.01698819845465114,0.0001831680256335358,Organic acids,positive
0.03906923170479658,0.000250704506869465,Amino acids,positive
0.0047349408868399894,0.00013692001581588632,Nucleotides,positive
0.001196705844980211,0.00014784494413478994,Nucleotides,positive
0.0774906731201762,0.0005197375562218724,Amino acids,positive
0.013128666140042662,0.00017405019592299783,Organic acids,positive
0.012808175044583153,0.00016621116138157305,Organic acids,positive
0.0041821941275036485,0.00014375109815641495,Nucleotides,positive
0.14298534884673728,0.0009261892453630242,Amino acids,positive
0.01629160272430547,0.0001823090190726632,Organic acids,positive
0.01629160272430547,0.00019023549816277893,Organic acids,positive
0.08866504943233797,0.0005370059696628935,Amino acids,positive
0.0054289943832653755,0.00015967661362350122,Organic acids,positive
0.001355757763401441,0.00012084416946026618,Nucleotides,positive
0.0002990764022203108,0.00014926114569568488,Nucleotides,positive
0.3723273270977702,0.002796746580506203,Amino acids,positive
0.025638366627737247,0.00025231971271209847,Organic acids,positive
0.15083657160482916,0.000834228650620351,Amino acids,positive
0.21526727731949044,0.0014763519757925892,Amino acids,positive
0.061147639837907566,0.00035914981638451507,Amino acids,positive
0.008215386373204446,0.00016954961914976633,Organic acids,positive
0.011883808848929164,0.000165029342167081,Organic acids,positive
0.06321125499115901,0.0003955346425394229,Amino acids,positive
0.019981757676001227,0.00021946534914278723,Organic acids,positive
0.00030538457765988327,0.00014396770145804857,Nucleotides,positive
0.013830239927945812,0.00018618436301998359,Sugars,positive
0.0002990764022203108,0.00014926114569568488,Nucleotides,positive
0.0063396591886793925,0.00018250385909247764,Sugars,positive
0.0063396591886793925,0.00018250385909247764,Sugars,positive
0.035590510769067774,0.00032177810843924315,Organic acids,positive
0.14298534884673728,0.0009261892453630242,Amino acids,positive
2.5710766387864004,0.026289008205472916,Amino acids,positive
0.08866504943233797,0.0005370059696628935,Amino acids,positive
0.0013459905411420609,0.00012617995521569831,Nucleotides,positive
0.0003009586797967519,0.0001525979196717072,Nucleotides,positive
0.014649743033228406,0.0001970648548986554,Sugars,positive
0.014649743033228406,0.0001970648548986554,Sugars,positive
0.11259599701469158,0.0006261583638913995,Amino acids,positive
0.18383050255493988,0.0012271845109973584,Amino acids,positive
0.0010462843080548347,0.00011962641223400288,Nucleotides,positive
0.000730728543336605,0.0001278646246737335,Auxins,positive
0.0002819026713052767,0.00014920399512603717,Nucleotides,positive
0.06360303303934679,0.0003802986971315395,Amino acids,positive
0.006472489769063148,0.00015148719895042434,Organic acids,positive
0.1746291388801874,0.0012226494980711361,Amino acids,positive
0.0549911207087304,0.00033684374057645284,Amino acids,positive
0.12260481515117996,0.0007027754004857343,Amino acids,positive
0.11705336131752625,0.0007360177000285808,Amino acids,positive
0.12165150417012863,0.000727101365145313,Amino acids,positive
0.11705336131752625,0.0006996575441888455,Amino acids,positive
0.05195616686237385,0.0002927466946461663,Amino acids,positive
0.05708872846842469,0.0005135478829010754,Organic acids,positive
0.06360303303934679,0.0003802986971315395,Amino acids,positive
0.00124033856130173,0.00015329642180912016,Fatty acids,positive
0.07867090143943603,0.0004625403518559596,Amino acids,positive
0.035590510769067774,0.00034036103871384996,Organic acids,positive
0.05742838893759876,0.000545165511860494,Organic acids,positive
0.04824848116127472,0.00037432168239821736,Amino acids,positive
0.010963701003567234,0.00018027949830572347,Sugars,positive
0.02173709192489245,0.00019924800745303015,Organic acids,positive
0.11676644729405562,0.0007045450326117828,Amino acids,positive
0.011398207451259601,0.00017641043263161424,Organic acids,positive
0.018744909824263356,0.0002184193027172911,Sugars,positive
0.018744909824263356,0.0002184193027172911,Sugars,positive
0.018744909824263356,0.0002184193027172911,Sugars,positive
0.04656289001365626,0.00026606071693056964,Amino acids,positive
0.10447301765801499,0.0006091283381350605,Amino acids,positive
0.016145281356396996,0.0001742092789836819,Organic acids,positive
0.32188873657712136,0.0025924000455149676,Amino acids,positive
0.016145281356396996,0.00019060544641744025,Organic acids,positive
0.008331115756527311,0.0001580989704003608,Organic acids,positive
0.013461368090157962,0.00016663482999044977,Organic acids,positive
0.035539122469585294,0.00032379463320396265,Organic acids,positive
0.014649743033228406,0.0001970648548986554,Sugars,positive
0.011883808848929164,0.00017115233896126592,Organic acids,positive
0.04113956880889574,0.0006208930379327178,Organic acids,positive
0.007775763504432963,0.00016915804339112143,Organic acids,positive
0.035539122469585294,0.00034211328982253555,Organic acids,positive
0.18383050255493988,0.0012271845109973584,Amino acids,positive
0.00024666040743750073,0.00014339638359129296,Nucleotides,positive
0.010859592168347997,0.0001500213778333598,Organic acids,positive
0.010500505828147282,0.00016199564490982697,Organic acids,positive
0.01771531958572678,0.00017971175768233656,Organic acids,positive
0.04470312646551674,0.00025561060941508196,Amino acids,positive
0.0011381001366142227,0.00011276322839662578,Nucleotides,positive
0.00028764267985782,0.00014418016231631349,Nucleotides,positive
0.08866504943233797,0.0005370059696628935,Amino acids,positive
0.013690593327245301,0.00017152311575447475,Organic acids,positive
0.013356384717921548,0.00016384014016177883,Organic acids,positive
0.0010052407879236852,0.00012455820847257848,Nucleotides,positive
0.14023219339610973,0.001024369002350893,Amino acids,positive
0.011083833913278338,0.00016832137056908155,Organic acids,positive
0.011083833913278338,0.00017563969102860682,Organic acids,positive
